,order_id,date,customer_id,customer_name,age,gender,region,category,product,quantity,unit_price,discount_pct,payment_method,order_status,rating,year,month,day
3263,ORD03264,2022-07-22,CUST0265,Pooja,65,F,Central,Clothing,Jacket,1,215.73,0,Net Banking,Delivered,,2022,7,22
3265,ORD03266,2022-02-08,CUST0559,Asha,43,F,South,Clothing,Jeans,6,422.65,20,Cash,Pending,,2022,2,8
3267,ORD03268,2022-04-04,CUST0481,Meera,25,F,East,Clothing,Jacket,5,2714.13,5,UPI,Cancelled,3.5,2022,4,4
3268,ORD03269,2022-08-04,CUST1485,Ritu,41,F,South,Food,Rice 5kg,6,4356.97,0,Cash,Returned,4.1,2022,8,4
3269,ORD03270,2022-05-01,CUST1310,Nisha,27,F,South,Electronics,Smartwatch,4,3068.48,5,Cash,Pending,4.6,2022,5,1
3270,ORD03271,2022-12-24,CUST2360,Ravi,45,M,East,Books,Textbook,2,3706.88,20,Net Banking,Returned,2.9,2022,12,24
3272,ORD03273,2022-06-13,CUST1423,Rohan,51,M,West,Food,Rice 5kg,8,4296.7,20,Cash,Returned,1.7,2022,6,13
3275,ORD03276,2022-11-04,CUST1170,Kavya,46,F,West,Toys,Doll,8,3748.96,5,UPI,Cancelled,4.3,2022,11,4
3279,ORD03280,2022-05-05,CUST0308,Meera,53,F,West,Toys,Doll,10,2850.6,15,Credit Card,Cancelled,1.2,2022,5,5
3282,ORD03283,2022-06-30,CUST2381,Karan,42,M,Central,Furniture,Bed Frame,6,3274.14,15,UPI,Delivered,1.1,2022,6,30
3285,ORD03286,2022-10-21,CUST0858,Asha,49,F,South,Electronics,Smartwatch,6,4908.72,20,Credit Card,Returned,4.1,2022,10,21
3288,ORD03289,2022-10-13,CUST2923,Dev,62,M,South,Toys,LEGO Set,2,4063.14,15,Credit Card,Delivered,3.4,2022,10,13
3289,ORD03290,2022-08-11,CUST2811,Nikhil,31,M,North,Food,Biscuits,8,1580.39,0,Cash,Delivered,,2022,8,11
3290,ORD03291,2022-05-24,CUST2231,Asha,53,F,North,Electronics,Headphones,1,1576.68,5,Credit Card,Pending,2.3,2022,5,24
3292,ORD03293,2022-03-13,CUST0741,Rohan,38,M,North,Food,Cooking Oil,2,4674.22,0,Cash,Cancelled,3.6,2022,3,13
3293,ORD03294,2022-02-02,CUST2674,Vijay,53,M,North,Clothing,Kurta,1,422.05,15,Debit Card,Pending,4.4,2022,2,2
3296,ORD03297,2022-05-16,CUST1280,Karan,54,M,East,Electronics,Laptop,7,3565.77,15,Net Banking,Delivered,1.3,2022,5,16
3297,ORD03298,2022-04-13,CUST0121,Kavya,55,F,West,Electronics,Tablet,2,4060.17,10,Net Banking,Returned,3.6,2022,4,13
3298,ORD03299,2022-11-13,CUST0826,Rohan,39,M,Central,Toys,Doll,5,4878.55,15,Net Banking,Cancelled,,2022,11,13
3299,ORD03300,2022-08-19,CUST1483,Kavya,48,F,East,Clothing,Kurta,1,1150.37,15,Cash,Returned,3.1,2022,8,19
3304,ORD03305,2022-06-15,CUST1939,Nisha,58,F,East,Electronics,Headphones,6,643.92,20,Credit Card,Pending,4.6,2022,6,15
3308,ORD03309,2022-01-16,CUST0204,Amit,27,M,Central,Toys,RC Car,6,2923.32,10,Credit Card,Cancelled,4.8,2022,1,16
3309,ORD03310,2022-05-19,CUST2431,Meera,34,F,South,Furniture,Table,6,2152.39,10,Net Banking,Delivered,3.8,2022,5,19
3310,ORD03311,2022-11-28,CUST2137,Rohan,25,M,East,Electronics,Smartwatch,9,4705.04,10,Net Banking,Pending,,2022,11,28
3311,ORD03312,2022-04-26,CUST0053,Priya,28,F,South,Clothing,Jeans,7,79.85,10,UPI,Returned,4.1,2022,4,26
3315,ORD03316,2022-10-19,CUST1965,Divya,42,F,East,Electronics,Phone,1,3918.13,15,Net Banking,Pending,3.9,2022,10,19
3316,ORD03317,2022-03-01,CUST1253,Sneha,33,F,Central,Food,Rice 5kg,9,1344.34,10,Debit Card,Returned,1.3,2022,3,1
3318,ORD03319,2022-01-12,CUST2755,Dev,64,M,Central,Books,Textbook,6,3433.22,5,Net Banking,Pending,4.8,2022,1,12
3319,ORD03320,2022-02-06,CUST0841,Dev,56,M,North,Toys,LEGO Set,10,3968.7,20,UPI,Returned,1.7,2022,2,6
3320,ORD03321,2022-08-19,CUST2160,Nikhil,36,M,North,Furniture,Table,1,3683.06,20,Credit Card,Cancelled,1.9,2022,8,19
3322,ORD03323,2022-12-23,CUST1788,Priya,55,F,North,Sports,Badminton Set,8,1501.53,10,UPI,Returned,2.1,2022,12,23
3323,ORD03324,2022-04-30,CUST1301,Divya,65,F,East,Furniture,Table,9,3235.41,5,Net Banking,Cancelled,4.7,2022,4,30
3325,ORD03326,2022-03-22,CUST1338,Kavya,44,F,West,Furniture,Chair,4,3398.13,20,UPI,Delivered,5.0,2022,3,22
3327,ORD03328,2022-01-08,CUST0974,Nikhil,45,M,South,Electronics,Tablet,2,2935.92,15,Net Banking,Pending,2.1,2022,1,8
3330,ORD03331,2022-12-24,CUST1251,Kavya,46,F,South,Books,Comics,5,649.16,10,Credit Card,Delivered,2.7,2022,12,24
3331,ORD03332,2022-08-25,CUST0057,Asha,52,F,Central,Sports,Badminton Set,10,921.81,15,Debit Card,Pending,3.9,2022,8,25
3333,ORD03334,2022-10-16,CUST2932,Ravi,29,M,Central,Electronics,Smartwatch,10,236.85,5,Debit Card,Returned,2.6,2022,10,16
3340,ORD03341,2022-01-04,CUST2408,Arjun,23,M,West,Clothing,Saree,5,2677.23,0,Net Banking,Delivered,1.1,2022,1,4
3342,ORD03343,2022-12-23,CUST1728,Arjun,55,M,Central,Books,Cookbook,2,1405.78,20,Cash,Returned,2.3,2022,12,23
3343,ORD03344,2022-04-12,CUST1769,Rahul,61,M,South,Furniture,Table,5,4080.39,15,Cash,Delivered,1.3,2022,4,12
3345,ORD03346,2022-07-26,CUST2247,Meera,46,F,East,Furniture,Chair,3,233.88,20,Debit Card,Pending,1.5,2022,7,26
3349,ORD03350,2022-12-17,CUST2032,Divya,51,F,East,Toys,LEGO Set,9,1398.18,5,Debit Card,Returned,2.9,2022,12,17
3351,ORD03352,2022-12-26,CUST2624,Ravi,21,M,South,Clothing,Jacket,5,1655.75,5,Credit Card,Cancelled,2.6,2022,12,26
3353,ORD03354,2022-09-19,CUST0643,Priya,45,F,Central,Clothing,Kurta,1,1554.9,15,Debit Card,Delivered,,2022,9,19
3359,ORD03360,2022-04-04,CUST0943,Meera,62,F,West,Books,Comics,7,3024.09,20,Debit Card,Cancelled,2.2,2022,4,4
3362,ORD03363,2022-07-17,CUST1253,Asha,51,F,West,Sports,Cricket Bat,5,584.5,0,UPI,Pending,1.9,2022,7,17
3364,ORD03365,2022-10-09,CUST1354,Meera,46,F,Central,Clothing,T-Shirt,3,469.59,5,Debit Card,Delivered,3.9,2022,10,9
3366,ORD03367,2022-04-22,CUST0406,Asha,33,F,West,Clothing,Saree,2,3254.39,10,Net Banking,Cancelled,1.2,2022,4,22
3367,ORD03368,2022-05-12,CUST2464,Divya,42,F,West,Furniture,Bed Frame,6,4032.49,5,Cash,Cancelled,1.5,2022,5,12
3371,ORD03372,2022-11-28,CUST2553,Kavya,36,F,Central,Sports,Cricket Bat,5,654.9,5,Credit Card,Pending,4.0,2022,11,28
3372,ORD03373,2022-05-22,CUST2976,Meera,27,F,West,Furniture,Sofa,3,2317.31,15,Debit Card,Cancelled,2.1,2022,5,22
3375,ORD03376,2022-01-01,CUST0121,Dev,24,M,South,Books,Comics,9,2499.3,15,Debit Card,Returned,2.9,2022,1,1
3378,ORD03379,2022-05-13,CUST2113,Suresh,44,M,East,Electronics,Phone,3,3733.9,15,Credit Card,Pending,4.3,2022,5,13
3379,ORD03380,2022-11-17,CUST1018,Divya,34,F,Central,Food,Spices Pack,10,2458.23,0,UPI,Pending,2.2,2022,11,17
3381,ORD03382,2022-06-16,CUST1579,Asha,38,F,North,Clothing,Kurta,1,4589.76,20,UPI,Pending,2.4,2022,6,16
3382,ORD03383,2022-03-23,CUST0771,Asha,23,F,East,Furniture,Bed Frame,7,3013.41,0,Cash,Pending,4.5,2022,3,23
3386,ORD03387,2022-09-09,CUST1510,Suresh,26,M,South,Electronics,Smartwatch,5,361.83,15,UPI,Cancelled,3.6,2022,9,9
3387,ORD03388,2022-08-14,CUST1685,Nisha,47,F,South,Food,Dal 2kg,2,681.0,0,Net Banking,Pending,3.2,2022,8,14
3390,ORD03391,2022-09-21,CUST1120,Dev,57,M,North,Food,Dal 2kg,6,4241.73,5,Debit Card,Pending,2.9,2022,9,21
3391,ORD03392,2022-12-21,CUST1104,Karan,44,M,East,Books,Cookbook,3,3365.89,0,Credit Card,Returned,2.3,2022,12,21
3392,ORD03393,2022-12-24,CUST2619,Nikhil,46,M,South,Sports,Cricket Bat,7,587.82,20,UPI,Returned,2.8,2022,12,24
3393,ORD03394,2022-08-22,CUST1026,Suresh,35,M,South,Electronics,Tablet,9,1400.71,10,Debit Card,Delivered,3.4,2022,8,22
3394,ORD03395,2022-08-04,CUST0196,Meera,48,F,Central,Books,Novel,1,2943.06,5,Net Banking,Returned,2.4,2022,8,4
3395,ORD03396,2022-09-03,CUST2591,Karan,31,M,South,Books,Textbook,10,183.51,0,Debit Card,Returned,3.5,2022,9,3
3397,ORD03398,2022-08-23,CUST1185,Divya,31,F,North,Toys,RC Car,8,2754.51,5,Credit Card,Pending,3.4,2022,8,23
3400,ORD03401,2022-06-11,CUST1545,Priya,58,F,West,Toys,Puzzle,5,1740.29,15,Credit Card,Returned,3.7,2022,6,11
3402,ORD03403,2022-02-18,CUST0853,Nisha,55,F,North,Books,Textbook,1,1297.81,20,Net Banking,Pending,4.9,2022,2,18
3403,ORD03404,2022-11-02,CUST1102,Pooja,18,F,West,Furniture,Table,10,880.35,5,Cash,Delivered,2.0,2022,11,2
3404,ORD03405,2022-03-01,CUST2001,Anita,29,F,Central,Sports,Dumbbells,1,647.92,5,Credit Card,Cancelled,4.0,2022,3,1
3405,ORD03406,2022-10-09,CUST2002,Sneha,62,F,Central,Furniture,Chair,7,2104.79,15,Cash,Pending,5.0,2022,10,9
3407,ORD03408,2022-02-17,CUST2017,Dev,36,M,North,Clothing,Jeans,2,1686.12,20,Net Banking,Cancelled,,2022,2,17
3408,ORD03409,2022-06-01,CUST0395,Kavya,43,F,West,Electronics,Smartwatch,7,169.79,10,Cash,Returned,3.7,2022,6,1
3410,ORD03411,2022-05-06,CUST1881,Pooja,28,F,Central,Sports,Dumbbells,10,864.38,10,Credit Card,Pending,1.2,2022,5,6
3413,ORD03414,2022-01-22,CUST2934,Ritu,57,F,Central,Toys,RC Car,8,4661.75,0,Cash,Cancelled,4.0,2022,1,22
3415,ORD03416,2022-02-03,CUST0631,Ravi,43,M,West,Sports,Dumbbells,3,178.9,15,UPI,Pending,,2022,2,3
3420,ORD03421,2022-08-27,CUST1368,Rohan,27,M,West,Sports,Cricket Bat,8,4996.24,15,Net Banking,Returned,1.5,2022,8,27
3422,ORD03423,2022-12-10,CUST0761,Kavya,39,F,South,Food,Biscuits,5,2167.27,20,UPI,Cancelled,2.9,2022,12,10
3424,ORD03425,2022-04-13,CUST2520,Suresh,40,M,North,Books,Textbook,4,3300.11,0,Net Banking,Delivered,3.9,2022,4,13
3425,ORD03426,2022-05-25,CUST1998,Anita,49,F,South,Sports,Dumbbells,7,3655.56,5,UPI,Cancelled,3.6,2022,5,25
3426,ORD03427,2022-08-24,CUST1193,Amit,23,M,West,Food,Biscuits,6,3449.16,5,Cash,Delivered,3.0,2022,8,24
3428,ORD03429,2022-10-08,CUST1023,Anita,38,F,West,Books,Cookbook,4,1352.14,5,Debit Card,Delivered,1.8,2022,10,8
3430,ORD03431,2022-05-14,CUST1601,Kavya,51,F,South,Electronics,Smartwatch,7,1465.95,10,UPI,Cancelled,1.8,2022,5,14
3432,ORD03433,2022-07-30,CUST0767,Asha,39,F,Central,Toys,Doll,7,742.29,15,Credit Card,Returned,4.4,2022,7,30
3434,ORD03435,2022-04-28,CUST1953,Vijay,41,M,North,Food,Dal 2kg,10,2035.52,10,Net Banking,Delivered,1.7,2022,4,28
3436,ORD03437,2022-11-16,CUST0472,Nisha,32,F,Central,Books,Cookbook,1,2449.25,15,Cash,Delivered,3.1,2022,11,16
3437,ORD03438,2022-07-21,CUST0723,Arjun,58,M,South,Furniture,Chair,8,2702.09,5,UPI,Pending,2.1,2022,7,21
3442,ORD03443,2022-01-03,CUST2204,Meera,56,F,South,Furniture,Bed Frame,5,119.35,20,Cash,Delivered,1.1,2022,1,3
3443,ORD03444,2022-11-30,CUST0634,Meera,62,F,Central,Toys,LEGO Set,10,3107.71,15,Cash,Cancelled,2.2,2022,11,30
3447,ORD03448,2022-03-06,CUST0697,Suresh,28,M,South,Electronics,Headphones,2,354.0,20,Debit Card,Cancelled,2.7,2022,3,6
3449,ORD03450,2022-11-12,CUST2713,Arjun,53,M,West,Books,Textbook,10,3332.61,20,Cash,Pending,4.7,2022,11,12
3452,ORD03453,2022-03-25,CUST1316,Kavya,53,F,West,Books,Cookbook,10,532.36,15,UPI,Returned,1.1,2022,3,25
3455,ORD03456,2022-10-14,CUST2196,Dev,65,M,West,Sports,Cricket Bat,8,3150.36,20,UPI,Pending,3.1,2022,10,14
3457,ORD03458,2022-10-20,CUST2694,Karan,60,M,East,Furniture,Chair,2,2870.73,15,Net Banking,Pending,4.9,2022,10,20
3462,ORD03463,2022-04-07,CUST0152,Sneha,63,F,West,Books,Cookbook,10,196.6,20,Cash,Pending,3.7,2022,4,7
3463,ORD03464,2022-05-18,CUST0631,Meera,28,F,South,Books,Novel,9,121.08,10,Credit Card,Pending,,2022,5,18
3465,ORD03466,2022-11-28,CUST1475,Nisha,19,F,West,Food,Cooking Oil,6,2569.17,20,Net Banking,Pending,4.5,2022,11,28
3469,ORD03470,2022-07-22,CUST1491,Amit,59,M,Central,Sports,Cricket Bat,10,1999.81,0,UPI,Pending,2.8,2022,7,22
3470,ORD03471,2022-09-10,CUST1183,Sneha,22,F,Central,Clothing,Kurta,9,4699.08,5,Debit Card,Cancelled,3.6,2022,9,10
3474,ORD03475,2022-10-27,CUST1697,Divya,58,F,East,Food,Spices Pack,9,3385.78,20,Cash,Delivered,4.2,2022,10,27
3478,ORD03479,2022-07-26,CUST2115,Vijay,21,M,South,Books,Textbook,5,1672.52,5,UPI,Pending,2.5,2022,7,26
3479,ORD03480,2022-10-04,CUST1160,Pooja,56,F,South,Electronics,Laptop,7,4969.39,15,Debit Card,Cancelled,2.3,2022,10,4
3480,ORD03481,2022-09-20,CUST0532,Vijay,51,M,North,Furniture,Chair,3,1067.39,15,Credit Card,Cancelled,4.8,2022,9,20
3481,ORD03482,2022-10-14,CUST2661,Arjun,65,M,West,Furniture,Table,5,1405.28,5,Cash,Returned,1.0,2022,10,14
3484,ORD03485,2022-09-09,CUST0630,Asha,28,F,East,Food,Cooking Oil,7,303.89,5,Credit Card,Pending,3.6,2022,9,9
3488,ORD03489,2022-12-20,CUST0855,Asha,30,F,Central,Toys,Puzzle,10,2824.7,0,Credit Card,Cancelled,3.0,2022,12,20
3489,ORD03490,2022-01-11,CUST1517,Nikhil,19,M,North,Books,Self-Help,1,2911.13,10,Net Banking,Pending,2.8,2022,1,11
3491,ORD03492,2022-09-16,CUST0980,Sneha,62,F,North,Clothing,Jeans,3,1482.89,0,Debit Card,Delivered,1.2,2022,9,16
3492,ORD03493,2022-09-10,CUST2424,Nikhil,23,M,North,Toys,Board Game,8,4198.73,0,UPI,Returned,2.0,2022,9,10
3493,ORD03494,2022-08-10,CUST0495,Vijay,35,M,North,Sports,Yoga Mat,2,711.2,5,Cash,Pending,2.6,2022,8,10
3494,ORD03495,2022-06-24,CUST0948,Meera,62,F,South,Clothing,Jeans,5,3704.31,5,Credit Card,Delivered,1.1,2022,6,24
3495,ORD03496,2022-06-25,CUST1085,Amit,60,M,South,Clothing,Jeans,8,2655.81,20,UPI,Delivered,3.7,2022,6,25
3499,ORD03500,2022-07-22,CUST1194,Karan,38,M,Central,Furniture,Bookshelf,3,2135.91,15,Debit Card,Cancelled,3.4,2022,7,22
3501,ORD03502,2022-07-21,CUST0724,Dev,64,M,South,Toys,Doll,4,2634.12,0,Cash,Pending,4.7,2022,7,21
3502,ORD03503,2022-02-13,CUST1139,Nikhil,37,M,North,Clothing,Saree,1,3868.48,10,Cash,Pending,3.7,2022,2,13
3507,ORD03508,2022-03-13,CUST1244,Suresh,50,M,East,Electronics,Laptop,8,72.17,15,Net Banking,Cancelled,3.4,2022,3,13
3508,ORD03509,2022-10-03,CUST2648,Pooja,42,F,East,Books,Comics,3,3728.62,0,Credit Card,Cancelled,4.0,2022,10,3
3510,ORD03511,2022-05-27,CUST1724,Karan,59,M,Central,Food,Dal 2kg,3,3284.05,0,Credit Card,Pending,2.6,2022,5,27
3511,ORD03512,2022-07-25,CUST1184,Karan,38,M,South,Sports,Yoga Mat,5,2445.17,5,Cash,Delivered,2.1,2022,7,25
3512,ORD03513,2022-10-30,CUST0241,Nisha,62,F,South,Food,Cooking Oil,3,4892.67,0,Net Banking,Delivered,2.2,2022,10,30
3514,ORD03515,2022-06-17,CUST1130,Kavya,55,F,West,Books,Novel,3,859.49,10,UPI,Cancelled,4.1,2022,6,17
3516,ORD03517,2022-10-24,CUST1605,Rahul,56,M,East,Books,Novel,1,590.23,10,Cash,Delivered,1.0,2022,10,24
3517,ORD03518,2022-10-14,CUST0224,Dev,60,M,North,Furniture,Sofa,10,3281.91,0,Net Banking,Returned,1.3,2022,10,14
3518,ORD03519,2022-10-18,CUST2921,Amit,44,M,East,Books,Comics,10,906.29,0,Credit Card,Pending,1.8,2022,10,18
3525,ORD03526,2022-11-04,CUST1790,Priya,64,F,North,Sports,Badminton Set,6,4077.74,5,Debit Card,Cancelled,3.2,2022,11,4
3532,ORD03533,2022-07-15,CUST1456,Dev,47,M,Central,Sports,Football,6,462.06,5,Cash,Delivered,1.4,2022,7,15
3534,ORD03535,2022-04-24,CUST0082,Divya,53,F,East,Electronics,Smartwatch,7,4757.97,15,Credit Card,Returned,4.4,2022,4,24
3537,ORD03538,2022-02-14,CUST1478,Karan,21,M,Central,Toys,LEGO Set,10,314.03,5,Debit Card,Delivered,3.5,2022,2,14
3541,ORD03542,2022-01-24,CUST0167,Amit,35,M,South,Toys,Puzzle,7,2222.49,10,Net Banking,Pending,5.0,2022,1,24
3542,ORD03543,2022-07-01,CUST2206,Amit,33,M,Central,Food,Dal 2kg,6,3240.89,5,Net Banking,Delivered,1.2,2022,7,1
3544,ORD03545,2022-05-20,CUST0700,Karan,21,M,West,Clothing,Jacket,8,1458.05,20,Debit Card,Delivered,3.1,2022,5,20
3545,ORD03546,2022-01-04,CUST0023,Suresh,50,M,South,Furniture,Bed Frame,2,4288.42,0,Cash,Pending,1.6,2022,1,4
3546,ORD03547,2022-12-22,CUST1449,Nikhil,25,M,West,Electronics,Smartwatch,10,171.71,15,Net Banking,Delivered,3.1,2022,12,22
3547,ORD03548,2022-02-19,CUST1184,Arjun,65,M,West,Furniture,Sofa,5,1366.01,20,Credit Card,Cancelled,4.1,2022,2,19
3548,ORD03549,2022-05-16,CUST1101,Vijay,59,M,North,Books,Textbook,8,3464.6,15,Cash,Cancelled,1.1,2022,5,16
3550,ORD03551,2022-10-09,CUST0260,Ritu,52,F,North,Sports,Football,4,3359.94,15,Cash,Returned,4.5,2022,10,9
3551,ORD03552,2022-11-07,CUST0920,Asha,60,F,West,Furniture,Bookshelf,2,3935.23,10,Cash,Cancelled,3.9,2022,11,7
3552,ORD03553,2022-08-17,CUST1254,Rohan,46,M,West,Toys,LEGO Set,9,1679.98,10,Cash,Delivered,2.9,2022,8,17
3560,ORD03561,2022-06-02,CUST1031,Suresh,40,M,East,Food,Spices Pack,2,937.78,20,Credit Card,Returned,3.6,2022,6,2
3568,ORD03569,2022-11-01,CUST0498,Pooja,36,F,East,Furniture,Sofa,5,50.73,5,Credit Card,Returned,2.9,2022,11,1
3570,ORD03571,2022-12-16,CUST0960,Pooja,37,F,Central,Food,Dal 2kg,3,2298.66,10,Debit Card,Returned,2.0,2022,12,16
3573,ORD03574,2022-05-31,CUST0258,Arjun,40,M,Central,Electronics,Tablet,4,2581.64,10,Cash,Pending,3.1,2022,5,31
3574,ORD03575,2022-09-03,CUST0724,Kavya,35,F,North,Electronics,Phone,10,3118.38,15,Cash,Pending,2.2,2022,9,3
3576,ORD03577,2022-04-17,CUST1869,Sneha,30,F,West,Furniture,Table,5,2224.02,15,Debit Card,Delivered,2.8,2022,4,17
3577,ORD03578,2022-08-05,CUST0352,Divya,33,F,Central,Electronics,Headphones,3,371.64,15,Net Banking,Returned,2.9,2022,8,5
3582,ORD03583,2022-10-27,CUST1809,Rohan,33,M,East,Sports,Cricket Bat,1,3936.48,5,UPI,Pending,1.9,2022,10,27
3585,ORD03586,2022-07-17,CUST1429,Nikhil,38,M,North,Toys,RC Car,6,1256.75,5,Cash,Pending,2.2,2022,7,17
3586,ORD03587,2022-12-12,CUST1848,Suresh,38,M,Central,Books,Textbook,2,213.67,5,Credit Card,Pending,3.8,2022,12,12
3590,ORD03591,2022-05-23,CUST2907,Vijay,19,M,East,Toys,Puzzle,8,3818.72,20,Cash,Pending,2.5,2022,5,23
3591,ORD03592,2022-09-30,CUST2631,Rohan,58,M,East,Sports,Football,2,493.42,5,Credit Card,Cancelled,4.8,2022,9,30
3595,ORD03596,2022-05-02,CUST0866,Meera,33,F,West,Toys,Puzzle,9,133.88,5,Credit Card,Pending,4.6,2022,5,2
3596,ORD03597,2022-05-03,CUST2353,Meera,39,F,Central,Clothing,Jeans,2,3690.07,0,Debit Card,Returned,2.4,2022,5,3
3600,ORD03601,2022-03-02,CUST2390,Kavya,44,F,North,Books,Comics,10,2489.86,5,Credit Card,Pending,,2022,3,2
3603,ORD03604,2022-04-13,CUST2623,Ravi,54,M,South,Electronics,Tablet,8,3795.76,10,UPI,Returned,,2022,4,13
3605,ORD03606,2022-09-25,CUST1067,Asha,27,F,Central,Toys,Puzzle,9,4382.84,0,Credit Card,Delivered,1.8,2022,9,25
3608,ORD03609,2022-09-20,CUST1430,Meera,62,F,North,Sports,Yoga Mat,9,434.33,5,UPI,Delivered,3.9,2022,9,20
3609,ORD03610,2022-03-18,CUST0153,Priya,35,F,Central,Books,Novel,9,549.84,15,UPI,Pending,1.1,2022,3,18
3610,ORD03611,2022-01-09,CUST2779,Vijay,38,M,South,Books,Textbook,5,2556.37,0,UPI,Pending,3.3,2022,1,9
3611,ORD03612,2022-03-22,CUST0637,Rohan,60,M,Central,Furniture,Table,6,4217.25,15,Debit Card,Cancelled,1.4,2022,3,22
3612,ORD03613,2022-05-05,CUST0442,Amit,49,M,West,Toys,LEGO Set,10,994.24,5,Credit Card,Delivered,3.4,2022,5,5
3620,ORD03621,2022-09-10,CUST0394,Ritu,48,F,South,Food,Spices Pack,3,3132.38,10,Cash,Pending,1.6,2022,9,10
3622,ORD03623,2022-02-03,CUST2010,Nikhil,51,M,North,Food,Rice 5kg,4,3609.02,5,Cash,Delivered,2.3,2022,2,3
3623,ORD03624,2022-03-04,CUST1150,Nisha,22,F,South,Toys,Puzzle,3,3622.25,5,Credit Card,Delivered,4.5,2022,3,4
3624,ORD03625,2022-07-09,CUST1018,Amit,47,M,West,Clothing,T-Shirt,5,2150.25,10,Debit Card,Delivered,,2022,7,9
3629,ORD03630,2022-10-16,CUST1513,Amit,54,M,South,Electronics,Phone,8,4082.07,0,Cash,Returned,4.8,2022,10,16
3630,ORD03631,2022-03-18,CUST2546,Dev,60,M,West,Electronics,Tablet,4,1100.37,15,UPI,Pending,2.6,2022,3,18
3632,ORD03633,2022-05-01,CUST2113,Sneha,43,F,North,Clothing,Kurta,1,4571.85,15,Cash,Cancelled,2.5,2022,5,1
3633,ORD03634,2022-12-14,CUST1170,Sneha,63,F,West,Clothing,Saree,3,3633.32,10,Debit Card,Returned,3.2,2022,12,14
3634,ORD03635,2022-12-21,CUST0095,Anita,40,F,West,Toys,RC Car,8,3252.41,15,Credit Card,Delivered,3.1,2022,12,21
3636,ORD03637,2022-10-21,CUST1879,Arjun,25,M,North,Sports,Football,7,1979.17,0,Debit Card,Delivered,4.0,2022,10,21
3637,ORD03638,2022-10-30,CUST2409,Anita,44,F,West,Sports,Football,8,3598.4,5,Debit Card,Pending,2.9,2022,10,30
3639,ORD03640,2022-12-18,CUST2609,Meera,19,F,West,Electronics,Phone,6,1422.56,10,Debit Card,Delivered,3.4,2022,12,18
3640,ORD03641,2022-12-12,CUST0081,Pooja,22,F,West,Books,Novel,5,3173.02,10,Cash,Delivered,1.1,2022,12,12
3641,ORD03642,2022-06-29,CUST2566,Anita,53,F,East,Clothing,Saree,3,4809.62,20,Net Banking,Cancelled,1.7,2022,6,29
3642,ORD03643,2022-12-01,CUST1922,Ravi,36,M,Central,Electronics,Tablet,6,1742.55,5,UPI,Cancelled,1.4,2022,12,1
3643,ORD03644,2022-08-10,CUST0554,Sneha,27,F,North,Books,Self-Help,5,4567.05,10,Cash,Returned,1.6,2022,8,10
3646,ORD03647,2022-07-19,CUST0005,Amit,45,M,East,Books,Cookbook,6,1979.13,20,Credit Card,Cancelled,1.2,2022,7,19
3650,ORD03651,2022-07-03,CUST0192,Kavya,36,F,South,Electronics,Tablet,4,1388.89,5,Credit Card,Delivered,,2022,7,3
3653,ORD03654,2022-06-26,CUST0852,Amit,51,M,South,Electronics,Laptop,4,213.78,10,UPI,Returned,3.3,2022,6,26
3655,ORD03656,2022-06-23,CUST1501,Asha,38,F,East,Food,Dal 2kg,1,1429.76,0,Cash,Cancelled,2.6,2022,6,23
3656,ORD03657,2022-05-04,CUST1561,Suresh,22,M,West,Books,Cookbook,10,2370.7,5,Debit Card,Delivered,2.2,2022,5,4
3659,ORD03660,2022-11-30,CUST0040,Arjun,36,M,Central,Toys,Doll,5,2015.1,10,UPI,Delivered,4.2,2022,11,30
3660,ORD03661,2022-08-29,CUST1656,Rohan,49,M,Central,Sports,Cricket Bat,7,1635.12,15,Credit Card,Delivered,1.7,2022,8,29
3664,ORD03665,2022-02-18,CUST0797,Ritu,48,F,Central,Sports,Football,4,4985.55,10,Cash,Cancelled,3.9,2022,2,18
3670,ORD03671,2022-12-20,CUST2733,Sneha,44,F,North,Toys,Board Game,2,3920.8,20,Debit Card,Delivered,1.4,2022,12,20
3671,ORD03672,2022-08-01,CUST1793,Rohan,27,M,East,Sports,Dumbbells,1,1350.73,20,UPI,Pending,3.9,2022,8,1
3673,ORD03674,2022-02-21,CUST2370,Amit,30,M,South,Toys,RC Car,6,1228.66,10,Debit Card,Cancelled,2.6,2022,2,21
3675,ORD03676,2022-12-16,CUST0611,Suresh,59,M,Central,Clothing,Kurta,7,2159.17,0,Net Banking,Cancelled,2.3,2022,12,16
3678,ORD03679,2022-03-19,CUST1690,Nisha,55,F,West,Food,Biscuits,10,4698.19,20,Net Banking,Delivered,3.4,2022,3,19
3682,ORD03683,2022-04-14,CUST0724,Suresh,55,M,East,Food,Dal 2kg,4,564.59,10,Debit Card,Returned,,2022,4,14
3683,ORD03684,2022-01-25,CUST1322,Priya,23,F,South,Sports,Football,4,883.04,0,UPI,Cancelled,1.8,2022,1,25
3685,ORD03686,2022-09-06,CUST0682,Anita,38,F,East,Books,Comics,5,4333.49,5,Credit Card,Cancelled,3.5,2022,9,6
3686,ORD03687,2022-05-17,CUST2974,Asha,34,F,East,Sports,Football,3,211.4,20,Debit Card,Delivered,3.6,2022,5,17
3688,ORD03689,2022-11-26,CUST0409,Karan,30,M,South,Food,Biscuits,10,1017.6,10,Debit Card,Cancelled,2.7,2022,11,26
